Адрес,Title 1,Description 1,Индексация,H1-1,Статус индексации,H1-1 длина,H2-1,H2-1 длина,H2-2,H2-2 длина,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml,Передано (байт),Всего передано (байт),CO2 (мг),Рейтинг углерода,Количество слов,Количество предложений,Среднее количество слов в предложении,Оценка удобочитаемости по шкале Flesch,Читабельность,Соотношение текста,Глубина парсинга,Глубина папки,Link Score,Внутренние ссылки,Уникальные входящие ссылки,Уникальные входящие ссылки JS,% от общего,Исходящие ссылки,Уникальные исходящие ссылки,Уникальные исходящие ссылки JS,Внешние ссылки,Уникальные внешние ссылки,Уникальные внешние ссылки JS,Ближайшее сходство,Кол-во близких дубликатов,Орфографические ошибки,Грамматические ошибки,Hash,Время отклика,Last Modified,Redirect URL,Тип редиректа,Cookies,Language,HTTP версия,Альтернативная мобильная ссылка,Кодированный адрес URL,Временная метка парсинга
https://cpp-globez.ru/приказы/распоряжение-от-07-10-2020,распоряжение-от-07-10-2020 | prikaz,Распоряжение: от 07.10.2020,Индексируемое,Распоряжение: от 07.10.2020,,27,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/приказы/распоряжение-от-07-10-2020,,,,,,7256,7256,"2,57228828",,207,71,"2,915492958",100,Очень легко,"8,72666",1,1,,7,4,0,"2,78",82,36,0,1,1,0,,,,,723c790ef41510bb0e0c368549a58a4d,"0,329","Wed, 08 Apr 2026 18:58:04 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/%D0%BF%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%D1%8B/%D1%80%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%8F%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5-%D0%BE%D1%82-07-10-2020,2026-04-08 19:58:04
https://cpp-globez.ru/kontakty,Контакты центра профессиональной подготовки охранников в Мытищах - ЦПП,"График работы, Прием на гражданское оружие, График приема на гражданское оружие в ЦПП Мытищи",Индексируемое,КОНТАКТЫ ЦЕНТРА ПРОФЕССИОНАЛЬНОЙ ПОДГОТОВКИ,,43,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/kontakty,,,,,,7592,7592,"2,69140196",,231,73,"3,164383562",100,Очень легко,"9,232519",1,0,,439,144,0,100,78,34,0,1,1,0,,,,,380f6cddedab2b4803c1c144b946e133,"0,686","Wed, 08 Apr 2026 18:58:04 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/kontakty,2026-04-08 19:58:04
https://cpp-globez.ru/info/obrazovatel-nye-standarty,obrazovatel-nye-standarty | info,Сведения об образовательной организации Уставом ЧОУ ДПО «ЦПП» не предусмотрена образовательная деятельность по подготовке в рамках федеральных государственных образовательных стандартов. С содержанием федеральных государственных образовательных станд...,Индексируемое,Образовательные стандарты,,25,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/info/obrazovatel-nye-standarty,,,,,,7417,7417,"2,629363585",,243,69,"3,52173913",100,Очень легко,"9,996226",1,1,,293,144,0,100,80,34,0,1,1,0,,,,,ad680b1107da75d6671cd9fdbabfdd79,"0,684","Wed, 08 Apr 2026 18:58:04 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/info/obrazovatel-nye-standarty,2026-04-08 19:58:04
https://cpp-globez.ru/приказы/приказ-1-21-1-а,приказ-1-21-1-а | prikaz,Приказ 1-21-1/А,Индексируемое,Приказ 1-21-1/А от 12.01.2021,,29,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/приказы/приказ-1-21-1-а,,,,,,7219,7219,"2,559171595",,208,66,"3,151515152",100,Очень легко,"8,763863",1,1,,7,4,0,"2,78",82,36,0,1,1,0,,,,,cfe45923eb9cac6ceda8ececeeec6375,"0,574","Wed, 08 Apr 2026 18:58:05 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/%D0%BF%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%D1%8B/%D0%BF%D1%80%D0%B8%D0%BA%D0%B0%D0%B7-1-21-1-%D0%B0,2026-04-08 19:58:04
https://cpp-globez.ru/novosti/,Новостная лента событий Центра подготовки охранников в Мытищах - ЦПП,"Новости Центра профессиональной подготовки охранников в Мытищах, обзоры, статьи.",Индексируемое,,,0,Семинары для сотрудников личной охраны,38,Центру Профессиональной Подготовки Объединения «Глобал-Безопасность» 20 лет!,76,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,,https://cpp-globez.ru/новости/page-2-5,,,,,9977,9977,"3,536896385",,485,113,"4,292035398",100,Очень легко,"12,482022",1,1,,476,144,0,100,97,46,0,1,1,0,,,,,38358eb19f50c9d86653414edd3939e8,"0,429","Wed, 08 Apr 2026 18:58:05 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/novosti/,2026-04-08 19:58:04
https://cpp-globez.ru/vakantnye-mesta-dlya-priema,Вакантные места для приёма (перевода) — ЧОУ ДПО «Центр профессиональной подготовки» (Мытищи),"Актуальная информация о вакантных местах для приёма и перевода в ЧОУ ДПО «Центр профессиональной подготовки». Обучение охранников, повышение квалификации, продление удостоверений и лицензий. Мытищи, Московская область.",Индексируемое,Вакантные места для приема (перевода),,37,"Образовательные программы, реализуемые ЧОУ ДПО «Центр профессиональной подготовки»",82,Примечание,10,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/vakantnye-mesta-dlya-priema,,,,,,7772,7772,"2,75521286",,309,77,"4,012987013",100,Очень легко,"11,728902",1,0,,293,144,0,100,80,34,0,1,1,0,,,,,80412b1b0873eaca6c9cc64ca1ac9eeb,"0,659","Wed, 08 Apr 2026 18:58:05 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/vakantnye-mesta-dlya-priema,2026-04-08 19:58:05
https://cpp-globez.ru/voprosy-i-otvety-dlya-podgotovki-k-sdachi-kvalifikatsionnogo-ekzamena-chastnymi-okhrannikami,Вопросы и ответы к квалификационному экзамену частных охранников — ЧОУ ДПО «Центр профессиональной подготовки» (Мытищи),"Подготовка к квалификационному экзамену частных охранников: основные вопросы и ответы, нормативные акты, рекомендации и примеры. Помощь в обучении и повышении квалификации охранников в ЧОУ ДПО «ЦПП», г. Мытищи.",Индексируемое,Вопросы и ответы для подготовки к сдачи квалификационного экзамена частными охранниками,,87,1. Общие сведения о квалификационном экзамене,45,2. Основные нормативные документы,33,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/voprosy-i-otvety-dlya-podgotovki-k-sdachi-kvalifikatsionnogo-ekzamena-chastnymi-okhrannikami,,,,,,10378,10378,"3,67905289",,774,171,"4,526315789",100,Очень легко,"20,062963",1,0,,5,2,0,"1,39",80,36,0,1,1,0,,,,,4c3d74b692d3999030e12cfb160d114e,"0,343","Wed, 08 Apr 2026 18:58:05 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/voprosy-i-otvety-dlya-podgotovki-k-sdachi-kvalifikatsionnogo-ekzamena-chastnymi-okhrannikami,2026-04-08 19:58:05
https://cpp-globez.ru/info/predpisaniya,predpisaniya | info,Предписания Скачать,Индексируемое,,,0,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/info/predpisaniya,,,,,,6953,6953,"2,464873265",,190,58,"3,275862069",100,Очень легко,"8,7365265",1,1,,295,144,0,100,79,35,0,1,1,0,,,,,2bf1a5f29606a9e96c150973fb386425,"0,351","Wed, 08 Apr 2026 18:58:05 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/info/predpisaniya,2026-04-08 19:58:05
https://cpp-globez.ru/info/finansovo-khozyajstvennaya-deyatel-nost,finansovo-khozyajstvennaya-deyatel-nost | info,"Финансово-хозяйственная деятельность Образовательная организация не ведёт образовательной деятельности, финансовое обеспечение которой осуществляется за счет бюджетных ассигнований федерального бюджета, бюджетов субъектов Российской Федерации, местны...",Индексируемое,,,0,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/info/finansovo-khozyajstvennaya-deyatel-nost,,,,,,8405,8405,"2,979614525",,484,108,"4,481481481",100,Очень легко,"15,99873",1,1,,295,144,0,100,79,35,0,1,1,0,,,,,d9adc3c682b1c871f0b09a510fd4471a,"0,348","Wed, 08 Apr 2026 18:58:05 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/info/finansovo-khozyajstvennaya-deyatel-nost,2026-04-08 19:58:05
https://cpp-globez.ru/info/mezhdunarodnoe-sotrudnichestvo2,mezhdunarodnoe-sotrudnichestvo2 | info,В ЧОУ ДПО «ЦПП» нет заключенных и планируемых к заключению договоров с иностранными международными организациями по вопросам образования и науки.,Индексируемое,Международное сотрудничество,,28,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/info/mezhdunarodnoe-sotrudnichestvo2,,,,,,7276,7276,"2,57937838",,220,62,"3,548387097",100,Очень легко,"9,184969",1,1,,292,144,0,100,80,34,0,1,1,0,,,,,e4a9de49d3dacae4035bf49167f0f503,"0,391","Wed, 08 Apr 2026 18:58:05 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/info/mezhdunarodnoe-sotrudnichestvo2,2026-04-08 19:58:05
https://cpp-globez.ru/platnye-obrazovatel-nye-uslugi,platnye-obrazovatel-nye-uslugi,"Наш Центр проводит обучение, переподготовку и повышение квалификации специалистов в сфере безопасности. Все программы разработаны с учётом действующих требований Росгвардии и законодательства РФ. Ниже представлены основные направления обучения с крат...",Индексируемое,Платные образовательные услуги,,30,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/platnye-obrazovatel-nye-uslugi,,,,,,9190,9190,"3,25790095",,499,126,"3,96031746",100,Очень легко,"14,998714",1,0,,151,144,0,100,88,34,0,1,1,0,,,,,6a5cf45cda1dbea16e65a7f3dafd1f7c,"0,335","Wed, 08 Apr 2026 18:58:06 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/platnye-obrazovatel-nye-uslugi,2026-04-08 19:58:06
https://cpp-globez.ru/политика-конфиденциальности-|-пользовательское-соглашение,Политика конфиденциальности | Пользовательское соглашение - ЦПП,,Индексируемое,,,0,Политика конфиденциальности,27,Пользовательское Соглашение,27,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,,,,,,,11706,11706,"4,14983553",,1177,218,"5,399082569",100,Очень легко,"28,980307",1,0,,148,144,0,100,81,36,0,1,1,0,,,,,9c33195c749d945ae194b72e4154a94,"0,37","Wed, 08 Apr 2026 18:58:06 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/%D0%BF%D0%BE%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%D0%B0-%D0%BA%D0%BE%D0%BD%D1%84%D0%B8%D0%B4%D0%B5%D0%BD%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D1%81%D1%82%D0%B8-%7C-%D0%BF%D0%BE%D0%BB%D1%8C%D0%B7%D0%BE%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%BE%D0%B5-%D1%81%D0%BE%D0%B3%D0%BB%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,2026-04-08 19:58:06
https://cpp-globez.ru/получение-лицензии-на-оружие,"Обучение стрельбе, лицензия на оружие и травматику, продление лицензии на оружие и травмат - ЦПП","Лицензия на травматику, Обучение безопасному обращению с оружие ,  Продление разрешения на оружие, Обучение на травматическое оружие.",Индексируемое,Обучение безопасному обращению с оружием,,40,Что требуется для получения лицензии на травматику?,51,Где пройти учебный курс?,24,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/получение-лицензии-на-оружие,,,,,,13788,13788,"4,88791494",,1098,232,"4,732758621",100,Очень легко,"19,346798",1,0,,4,1,0,"0,69",82,38,0,1,1,0,,,,,c712e0b30f063fe3120bd833f74a4a3b,"0,324","Wed, 08 Apr 2026 18:58:06 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/%D0%BF%D0%BE%D0%BB%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D0%BB%D0%B8%D1%86%D0%B5%D0%BD%D0%B7%D0%B8%D0%B8-%D0%BD%D0%B0-%D0%BE%D1%80%D1%83%D0%B6%D0%B8%D0%B5,2026-04-08 19:58:06
https://cpp-globez.ru/info/otchety,otchety | info,Отчеты Скачать,Индексируемое,,,0,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/info/otchety,,,,,,6936,6936,"2,45884668",,190,58,"3,275862069",100,Очень легко,"8,732543",1,1,,295,144,0,100,79,35,0,1,1,0,,,,,50c030b196aa84bb617b1467f8f78549,"0,338","Wed, 08 Apr 2026 18:58:06 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/info/otchety,2026-04-08 19:58:06
https://cpp-globez.ru/приказы/распоряжение-от-27-01-2021-года,распоряжение-от-27-01-2021-года | prikaz,Распоряжение: от 27.01.2021 года,Индексируемое,Распоряжение: от 27.01.2021 года,,32,,0,,0,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/приказы/распоряжение-от-27-01-2021-года,,,,,,7286,7286,"2,58292343",,210,71,"2,957746479",100,Очень легко,"8,738271",1,1,,8,4,0,"2,78",82,36,0,1,1,0,,,,,1e55220b98ca25479520ce89d70b3ef6,"0,342","Wed, 08 Apr 2026 18:58:06 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/%D0%BF%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%D1%8B/%D1%80%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%8F%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5-%D0%BE%D1%82-27-01-2021-%D0%B3%D0%BE%D0%B4%D0%B0,2026-04-08 19:58:07
https://cpp-globez.ru/podgotovka-po-specialnosti-gbr-uslugi-inkassacii-lichnaya-ohrana,"Подготовка сотрудников ГБР, инкассаторов и телохранителей — ЧОУ ДПО «Центр профессиональной подготовки»","Обучение по специальностям ГБР, инкассация и личная охрана в ЧОУ ДПО «ЦПП». Практические занятия, огневая и тактическая подготовка, аттестация и повышение квалификации охранников. Мытищи, Московская область.",Индексируемое,"Подготовка по специальности ГБР, услуги инкассации, личная охрана",,65,Организация учебного процесса,29,Преимущества Центра,19,"max-snippet:-1, max-image-preview:large, max-video-preview:-1",,,https://cpp-globez.ru/podgotovka-po-specialnosti-gbr-uslugi-inkassacii-lichnaya-ohrana,,,,,,9418,9418,"3,33872809",,567,118,"4,805084746",100,Очень легко,"17,87311",1,0,,293,144,0,100,80,35,0,1,1,0,,,,,cfedd303f34361003fa7d41a48f7df83,"0,621","Wed, 08 Apr 2026 18:58:07 GMT",,,,ru-ru,1.1,,https://cpp-globez.ru/podgotovka-po-specialnosti-gbr-uslugi-inkassacii-lichnaya-ohrana,2026-04-08 19:58:06
